span,height,brace,sec_col,sec_beam,sec_brace,udl_w,wind_P,shipping_limit,drift,max_abs_M,volume,carbon,ok,reason,predicted_drift
6.301988916026857,3.6810866688359742,1,8,7,5,-2479.3839865828018,4959.501471662801,12.0,0.00018759584891220633,5090.1688209913855,0.44354632532815697,133.06389759844708,True,,0.00018656796581505267
5.698429315929325,3.2564880844199195,1,6,7,6,-2933.514474153728,4918.979455561677,12.0,0.00013658195509581446,5879.646616682698,0.4726702698185903,141.8010809455771,True,,0.00018753488815522975
4.6099785809779705,3.0074576366028944,1,5,7,8,-3874.6753816246223,4385.305093210374,12.0,0.00013190871675049354,4050.3954609786324,0.3379031881121965,101.37095643365895,True,,0.00018754486288604099
8.312185277373743,3.8861894230259733,1,7,7,6,-2362.8340358475725,4213.06727172971,12.0,0.00016428935404923776,11264.706218343468,0.6740842632658319,202.2252789797496,True,,0.00018778359131330164
5.212813552570611,2.915592662655805,1,4,7,7,-4263.762446856933,5388.6555915227755,12.0,0.00011248969940344713,7450.179405196765,0.43359768753529904,130.0793062605897,True,,0.00018779281585804933
4.285133818319711,3.8092243340062475,1,6,7,6,-2148.740423700423,5385.710824820017,12.0,0.00018321964822015573,2228.3153236124863,0.43227844747640687,129.68353424292206,True,,0.00018787084712424475
5.52835911575542,3.340471819791359,1,5,8,5,-1722.2797380218926,5007.655218125259,12.0,0.00018342838334537508,3445.506860659674,0.35178836277543385,105.53650883263016,True,,0.00018796456805630254
5.652783205918045,2.8283994076030705,1,4,9,7,-3084.1144718062856,4792.332959526835,12.0,0.00010648062692118503,6835.7451101690585,0.4347759315545351,130.43277946636053,True,,0.00018802312345786424
8.166794597875793,4.25401502735671,1,7,8,5,-2746.4610435736836,4180.451050002452,12.0,0.00023076083049687732,13895.344169345673,0.5559415649239783,166.78246947719347,True,,0.00018818245016621556
6.965209321340521,3.6499428061840162,1,6,4,5,-2001.4275804363651,4359.634283408322,12.0,0.0001994884599402984,6803.854924572689,0.42534305736210165,127.6029172086305,True,,0.0001885307687515961
4.456070578756549,3.963980974635213,1,7,4,10,-2062.87722819184,5154.156655702282,12.0,0.00016734363874020743,3096.6574133034114,0.4770158403629874,143.1047521088962,True,,0.00018976848929392421
5.089102261697632,3.063632269230005,1,6,5,8,-2624.1785713048935,5111.945695883842,12.0,0.0001741770418944279,5085.118961395641,0.34663557933913797,103.9906738017414,True,,0.00019023582034161346
4.10617773256276,3.992750135904298,1,5,7,6,-3053.942744116939,4994.39251508095,12.0,0.00019551786710032067,2466.501779706746,0.40438475920456746,121.31542776137023,True,,0.00019131056199676936
5.7994172329265545,2.9425805156996727,1,8,5,7,-3779.6203517739823,5008.205980104198,12.0,0.00012436121782011508,9778.933262740506,0.44452369779707646,133.35710933912293,True,,0.00019197563761459412
5.7810972448944025,2.8247990606540285,1,3,7,10,-2593.114351540076,5057.398221768728,12.0,0.00010695772894208902,5543.081104909348,0.45311608758329147,135.93482627498744,True,,0.00019213625317331988
7.694007270108516,3.67245993781943,1,4,4,7,-2058.6947438365446,4536.300714482161,12.0,0.00014941302428260873,9061.764991520424,0.5307234310043403,159.2170293013021,True,,0.000192358516370091
9.000888897529581,4.613918327363659,1,6,9,7,-2822.618689231489,3411.6726440178027,12.0,0.00013317486907068308,16091.480874543124,0.7614201344575312,228.42604033725937,True,,0.00019279538059101015
4.373774794724818,4.8138643299229695,1,8,8,8,-3047.796588684812,3710.715542778784,12.0,0.00023581433077066538,3693.5999702798954,0.3781355877660655,113.44067632981964,True,,0.00019284502242305593
5.70437586459382,4.40236939605437,1,7,9,6,-2688.561438003673,5468.890469714641,12.0,0.0002043228203683643,5977.577012727478,0.5482398280173612,164.47194840520834,True,,0.00019419871357281062
6.766783178948463,4.197869593157908,1,7,9,6,-2026.2562411443832,5447.361340382837,12.0,0.000196975684933763,6520.709575194531,0.5852841893614227,175.5852568084268,True,,0.00019523706553359094
6.40616408022377,4.397548080731543,1,4,9,5,-2757.521017881416,4948.56812377033,12.0,0.00022927152999172262,6544.700024216299,0.4265848082933281,127.97544248799844,True,,0.00019641107699173917
4.837014888660385,4.049473226627937,1,9,8,6,-2902.496241284896,5723.962977719751,12.0,0.0002113847554751213,4954.277038771239,0.4364557749161013,130.9367324748304,True,,0.00019657475091861232
6.254450311928723,2.9665232771381222,1,6,9,7,-3504.4260856939945,5067.813086933233,12.0,0.00012883994073143077,9725.650267129258,0.515981340194862,154.7944020584586,True,,0.0001967017775522755
7.291446494329422,3.9596245942167463,1,6,6,6,-2380.321641965102,5311.916697362685,12.0,0.0001924389585327089,8874.34932347425,0.5661313275787059,169.83939827361178,True,,0.00019731509377816535
7.924072410467792,3.866764384054645,1,6,5,6,-2324.0726269947845,4572.7172669511765,12.0,0.00018866646385326172,11208.495800766628,0.5624856906401314,168.74570719203942,True,,0.00019833274406920348
4.118790008402503,3.126330150004508,1,4,8,9,-3438.841458406685,5751.419125190529,12.0,0.00016858650711793405,4215.2881458696465,0.3092763977256856,92.78291931770568,True,,0.00019882041324616003
4.861870255115394,4.463062428510133,1,9,9,10,-2609.8383406902817,4373.420925663064,12.0,0.00015479174004527912,4273.844802876381,0.5305355409980528,159.16066229941583,True,,0.00019887699515037932
6.016645859371903,4.928067707627196,1,6,4,9,-3266.032819960948,3759.8360551050814,12.0,0.0001683453634732299,8355.413984669287,0.5172896834086875,155.18690502260625,True,,0.00019901940899394056
4.425497326274952,3.737839162382878,1,7,7,8,-2183.176483722953,5676.507357227408,12.0,0.000217268493900004,2618.9605203967108,0.4192636402303974,125.77909206911923,True,,0.00019914178774263017
5.105332909694226,4.65236176894002,1,6,8,9,-1688.513055761165,3827.89169544,12.0,0.00016831610620712502,3170.686616582998,0.48299372560291465,144.8981176808744,True,,0.00020054535757252882
7.010099081971483,4.385750285043845,1,6,8,7,-4236.400283021102,5115.401611869685,12.0,0.00017377781939480178,15709.714503737543,0.6114947241132722,183.44841723398167,True,,0.0002026563396404413
4.4595990295841315,3.8604108745374885,1,8,5,10,-3140.5521849508714,5799.051936665688,12.0,0.00018442458583852811,4742.664620017139,0.42533557365885244,127.60067209765573,True,,0.0002027748832039275
4.822241352760651,2.6171781681560766,1,10,9,6,-1459.589638657866,5757.099262826403,12.0,0.00013208939641535955,2512.106416537473,0.3942237224519758,118.26711673559274,True,,0.00020288304105785026
5.893915063396314,4.952738509570624,1,6,7,6,-3019.0936258318266,3505.5011539222096,12.0,0.0001457083335146572,5972.95528197698,0.5776948557664833,173.308456729945,True,,0.00020361369879813346
7.477960548809366,4.298381811227722,1,4,4,7,-2439.024314053538,5140.256875043195,12.0,0.00017644003137053474,10012.597818546541,0.5462204320032414,163.86612960097244,True,,0.00020370606105766172
6.354304638324331,4.927126374793403,1,7,8,9,-1750.0976602468372,3687.670992146936,12.0,0.0001610408707001786,5353.675511168985,0.5880630483282997,176.4189144984899,True,,0.00020504388413457384
4.163106466678582,4.395885694432539,1,10,4,7,-2489.2183746652045,5044.755525133358,12.0,0.00019913287147647137,3228.6665652356182,0.49641213344949076,148.92364003484724,True,,0.00020541417435313778
6.459945199689403,4.159840177290021,1,4,8,10,-3948.7977001894087,5779.529447442148,12.0,0.00017677935544614586,12472.725541479656,0.5122161413763577,153.66484241290732,True,,0.00020625209843485093
7.199569342605646,4.349173161165907,1,3,4,10,-2474.4862472713594,5082.697131284458,12.0,0.00016537606232084327,9281.21456847978,0.5185365781201196,155.56097343603585,True,,0.00020747217509492036
6.469748078945663,4.52265293019838,1,7,9,6,-1657.8971181587713,4811.417428789925,12.0,0.00018372145147922325,4806.070021394638,0.5915592925565636,177.46778776696908,True,,0.00020948179867179186
7.1365965109509695,3.743250074042002,1,10,9,5,-3660.0240774783133,4864.903175759989,12.0,0.0002188626416320544,13438.73229715854,0.5143839165348262,154.31517496044785,True,,0.00020950598494244674
9.368474005709743,5.047491553525717,1,6,10,9,-3235.487720604523,2958.881558984123,12.0,0.00013653207422307907,16859.598309564393,0.7608937514936731,228.26812544810193,True,,0.00020956645750595324
8.122052073934404,3.92636631907006,1,10,9,10,-2539.4075919383404,5039.714776853477,12.0,0.00017303144639763403,12754.292313365984,0.7039122594194291,211.17367782582875,True,,0.00021024876360159443
8.06385940821788,4.48148388978144,1,3,5,10,-3756.742529686626,4079.7464304858845,12.0,0.0001242609269265379,18717.112327890307,0.5912052867337289,177.36158602011866,True,,0.00021042424968853714
7.92334109486607,3.6975904470192145,1,6,5,8,-3734.8819931916673,5714.3781736143155,12.0,0.0002956394939673561,17832.225861385756,0.48738334558623975,146.2150036758719,True,,0.0002108062212946175
5.960641029308516,4.814975578068419,1,4,4,8,-3066.8478596877767,4406.79708428408,12.0,0.00024173566035236556,7135.376413135085,0.38292716240740926,114.87814872222278,True,,0.00021327645106743184
4.010886739084855,2.615767684287438,1,8,7,4,-2510.3849567256298,5415.663275804498,12.0,0.00017819451624299744,2212.310873936979,0.2633076189278217,78.9922856783465,True,,0.00021402248067343545
4.525352882850192,4.492600035909086,1,8,10,8,-2631.448180352799,5765.2453543430765,12.0,0.00030842944459805004,2179.9422078783705,0.40208795940146624,120.62638782043987,True,,0.00021423275563147806
8.35536146008825,4.587318031065592,1,8,8,6,-1546.5082507625925,4140.093380055086,12.0,0.00017954496341895856,7765.952565542492,0.5847526813710566,175.425804411317,True,,0.00021597899005389886
4.342926355754042,4.49879146450578,1,3,6,6,-1986.6665241565647,4566.216533201593,12.0,0.00025191995559071487,2155.105398820616,0.37998973295158217,113.99691988547465,True,,0.00021673183917116418
7.617863174584486,4.678588989142961,1,6,10,9,-2833.247359528663,4123.306188775745,12.0,0.00015978529492033855,9519.939536808164,0.6493625040550544,194.8087512165163,True,,0.0002168183626572911
5.885603084254299,4.332094655452703,1,6,10,4,-2745.9893972961077,4373.909093231734,12.0,0.00023601562212057794,4923.435642458457,0.43920514083873463,131.7615422516204,True,,0.00021699907838575085
8.231697404586003,5.236311457654228,1,9,7,7,-3546.683126724303,3832.3680244042143,12.0,0.0001402210774243764,15994.479886090983,0.7856771359836797,235.7031407951039,True,,0.00021791748327306497
4.900509527156885,5.133679666810854,1,8,4,8,-1882.4502902519625,3631.6906726063944,12.0,0.0002425506181545605,2745.419492565163,0.3953889750615734,118.61669251847202,True,,0.00021842590016530008
4.4249435214767265,4.734297667859357,1,8,4,6,-2167.8612222400034,5441.834204053841,12.0,0.00029304567491428415,2704.2504697280883,0.41104678820451956,123.31403646135587,True,,0.00021888196999498793
4.343021909307388,4.63282138166929,1,9,8,9,-2267.0099455224276,5339.931117860519,12.0,0.00026036871445892857,3093.67182271978,0.4517974004203703,135.5392201261111,True,,0.00021938674382453996
6.899766364342226,4.77706145766607,1,6,5,6,-1667.0583851985957,4059.038881633893,12.0,0.00017312611615435673,5968.019098890568,0.5654183459750501,169.62550379251505,True,,0.0002194591948367663
5.038566171347429,4.282355290910021,1,10,5,8,-3819.4174379120604,5700.153586956382,12.0,0.00026597614591572434,7475.962360944185,0.4406888598559726,132.2066579567918,True,,0.0002200279254738815
5.968320671243765,4.217260535633255,1,5,10,3,-2695.859669223886,3463.3622325127126,12.0,0.00021413125301655316,3701.2636079460117,0.3770805374125614,113.12416122376843,True,,0.00022115431751098342
5.36979989506095,3.2653546283988018,1,8,10,5,-3843.6505080049988,6060.567503529925,12.0,0.00019938680733815747,5024.502476571667,0.3833888457214841,115.01665371644522,True,,0.00022131705186364783
5.381869503743777,4.469828539881892,1,10,6,6,-2685.8974715506306,4974.332650481264,12.0,0.00019231393869170813,5657.242676367507,0.5379511406806007,161.3853422041802,True,,0.00022179051416042312
5.71769003598867,2.8678992886818686,1,5,6,9,-1540.4606311874923,5997.7900643128,12.0,0.0001572720535361013,3408.828882897389,0.4097959524804857,122.93878574414572,True,,0.00022211859174756923
8.707958831339182,4.5395686880484005,1,5,7,7,-2990.192143979323,5373.875779439517,12.0,0.0001766063357234889,13876.568324434686,0.7394322603181324,221.8296780954397,True,,0.000222343865428168
8.476936865353789,4.695502816146806,1,9,7,8,-2348.4379680000316,4246.697429359925,12.0,0.00021484625147028688,10526.177119328724,0.6215963361968982,186.47890085906948,True,,0.0002250926144526962
4.41944984555607,4.728860633620734,1,7,6,6,-3040.100107410407,4982.662263068323,12.0,0.000232391846790149,4067.0268669768716,0.5133750965034933,154.012528951048,True,,0.00022530991286855937
6.013949591424387,5.198350902859719,1,3,9,9,-3634.9386132212912,4281.648338961042,12.0,0.00022583509137672996,7586.941447713187,0.482571949270749,144.7715847812247,True,,0.00022533650385411284
5.748610841369312,3.0060739191138275,1,3,8,4,-2422.444134708423,5703.918102688953,12.0,0.0002476671220244802,5527.003841355452,0.2741109275548501,82.23327826645503,True,,0.0002273030587442834
5.117690761980234,5.137764479284206,1,3,8,5,-3691.9198307926135,4055.127868324168,12.0,0.00027475457031234693,5686.432026734556,0.3661479218335453,109.84437655006359,True,,0.00022761793409107353
4.312579412715514,4.143966247570377,1,4,4,7,-2311.300800071732,6022.991540624805,12.0,0.000247250622405466,3010.174697992512,0.39445908188920287,118.33772456676085,True,,0.00022858757253901513
8.582881031754114,4.549704874989223,1,7,5,8,-2098.2315711963024,5127.721929125291,12.0,0.00028407274638004643,12049.940606463037,0.5887051556650817,176.61154669952452,True,,0.00022969701776496743
4.429488445668919,4.982123675096626,1,4,5,6,-2870.7441105767602,4541.186431927854,12.0,0.0002828989446623375,3994.6355246680437,0.40695331381813094,122.08599414543929,True,,0.00022973327186298468
5.26487648168098,3.0088256148072823,1,3,6,4,-4054.920020509186,4612.29442766035,12.0,0.00018757967379292104,7014.158019379583,0.27825404788369834,83.4762143651095,True,,0.00023026356385357627
6.178058273561448,4.858392253312244,1,8,7,5,-2815.662225065329,5505.927779615946,12.0,0.00027694764309238234,5078.185409527308,0.48954818016120655,146.86445404836198,True,,0.00023057729964563438
8.920638250911965,4.582856272569467,1,7,5,6,-1632.8653423180072,4848.5251632908,12.0,0.00022428218151133989,10216.353047748296,0.6798998699758427,203.96996099275282,True,,0.00023138895484692645
5.6904524809623,4.994623431233273,1,3,10,10,-2843.2159732755135,4492.379470440867,12.0,0.00020175382993854342,4921.444709646052,0.5389065865479867,161.671975964396,True,,0.00023295720728409107
7.97812660278751,4.744952878680065,1,9,6,7,-3326.664718764211,5340.876384054787,12.0,0.0001926007246695213,15564.90658294435,0.7119356174620515,213.58068523861544,True,,0.00023411673960586947
6.685062890560657,3.437962698879767,1,10,8,3,-2313.327202930304,3649.204590919169,12.0,0.00022709490651669047,8005.726627753966,0.37591863629901673,112.77559088970501,True,,0.00023609469148419687
6.812456480782765,4.060510650677715,1,3,7,4,-1808.6506710565245,5564.674549577485,12.0,0.00029585955059477,4316.236641868084,0.3907310501841083,117.2193150552325,True,,0.0002367288176216839
7.88061527751961,5.1606142623110935,1,8,5,5,-3616.50864996408,5113.1494890000795,12.0,0.00029196289442208316,15861.853446072233,0.5185852733178633,155.575581995359,True,,0.0002380182479112778
5.539817216429568,4.942942709183099,1,4,7,8,-4071.8426753386043,5075.045694352666,12.0,0.0002839434856028214,6280.143783341325,0.4343118365350046,130.2935509605014,True,,0.00023817553183841044
